-1,-1,-0.2094,-1,-1,-1838.1,13.249,0.00063028
-1,-1,-0.2094,-1,1,-1268.4,7.129,0.00033914
-1,-1,-0.2094,1,-1,-184.46,13.611,0.00064748
-1,-1,-0.2094,1,1,-207.45,7.0569,0.00033571
-1,-1,0.2094,-1,-1,-191.18,9.3236,0.00044354
-1,-1,0.2094,-1,1,-150.57,5.3196,0.00025306
-1,-1,0.2094,1,-1,-110.16,9.4555,0.00044981
-1,-1,0.2094,1,1,-162,5.2724,0.00025081
-1,1,-0.2094,-1,-1,-2290.9,13.249,0.00063028
-1,1,-0.2094,-1,1,-3876.8,7.129,0.00033914
-1,1,-0.2094,1,-1,-119.74,13.611,0.00064748
-1,1,-0.2094,1,1,0,7.0569,0.00033571
-1,1,0.2094,-1,-1,-38.634,9.3236,0.00044354
-1,1,0.2094,-1,1,-41.752,5.3196,0.00025306
-1,1,0.2094,1,-1,-40.872,9.4555,0.00044981
-1,1,0.2094,1,1,-207.14,5.2724,0.00025081
1,-1,-0.2094,-1,-1,-1076,15.709,0.0007473
1,-1,-0.2094,-1,1,-3141.7,8.3387,0.00039669
1,-1,-0.2094,1,-1,-514.92,16.24,0.00077255
1,-1,-0.2094,1,1,-633.33,8.2276,0.0003914
1,-1,0.2094,-1,-1,-237.02,10.639,0.0005061
1,-1,0.2094,-1,1,-349.68,5.9395,0.00028255
1,-1,0.2094,1,-1,-6118.1,10.813,0.0005144
1,-1,0.2094,1,1,-3008.8,5.8693,0.00027921
1,1,-0.2094,-1,-1,-762.82,15.709,0.0007473
1,1,-0.2094,-1,1,-3516.7,8.3387,0.00039669
1,1,-0.2094,1,-1,-514.92,16.24,0.00077255
1,1,-0.2094,1,1,-629.15,8.2276,0.0003914
1,1,0.2094,-1,-1,-620.93,10.639,0.0005061
1,1,0.2094,-1,1,-464.14,5.9395,0.00028255
1,1,0.2094,1,-1,-3745.8,10.813,0.0005144
1,1,0.2094,1,1,-5349.6,5.8693,0.00027921
1,-1,0.2094,1,0,-4012.2,174.14,0.0082842
1,0,0,1,1,1325.1,427.79,0.020351
1,0,0,-1,1,455.93,448.35,0.021329
1,0,-0.0524,-1,-1,1316.5,416.43,0.01981
1,1,0.1047,-1,1,-464.14,12.655,0.00060201
1,1,0.0524,-1,-1,-191.51,49.743,0.0023663
1,1,0,-1,-0.9,-191.25,210.71,0.010024
1,1,0,-1,-1,-191.33,175.35,0.0083418
1,1,-0.0524,-1,-0.8,-214.67,395.29,0.018804
1,-1,0.2094,1,-0.7,-3605.2,40.189,0.0019119
1,0,0,-1,-0.8,1322,823.33,0.039167
1,0,-0.0524,1,0.8,1317.1,532.03,0.02531
1,0,0,1,0.8,-717.86,410.1,0.019509
1,0,-0.0524,1,0.6,-607.98,1196.5,0.056922
1,1,0,-1,-0.7,-167.63,850.26,0.040448
1,1,0,1,0.8,-109.21,91.425,0.0043492
1,1,0.0524,-1,-0.7,-148.57,368.28,0.01752
1,1,0,-1,0.6,-160.8,811.3,0.038595
1,1,0,-1,0.7,-164.06,482.43,0.02295
1,1,-0.1047,-1,1,-799.16,26.555,0.0012633
1,1,-0.2094,-1,0.7,-5140.9,35.159,0.0016726
1,0,-0.0524,-1,1,-196.91,401.95,0.019121
1,1,-0.0524,-1,1,-259.22,53.527,0.0025463
1,1,-0.1571,-1,1,-1572.1,12.991,0.00061799
1,1,-0.2094,-1,-0.6,-3835.5,131.32,0.0062469
1,1,-0.2094,-1,-0.9,-1086,26.038,0.0012387
1,-1,-0.2094,-1,-0.2,-2073.3,454.74,0.021633
1,-1,-0.2094,-1,-0.7,-3538.7,77.14,0.0036697
1,-1,-0.2094,-1,-0.9,-960.78,26.038,0.0012387
1,-1,-0.2094,-1,0.3,-2113.5,250.18,0.011901
1,1,-0.0524,-1,-1,-152.19,69.995,0.0033298
1,0,-0.1047,-1,-1,-8.7488,47.822,0.0022749
1,0,-0.1047,1,0.8,-524.47,86.694,0.0041242
1,-1,-0.1047,1,0.8,-499.98,62.339,0.0029655
1,-1,-0.1047,-1,-1,-542.59,37.417,0.00178
1,-1,-0.0524,1,1,-170.58,173.7,0.0082632
-1,-1,-0.1047,-1,-1,-195.14,24.596,0.0011701
-1,-1,-0.1047,1,-1,-222.72,26.042,0.0012388
-1,-1,-0.0524,1,1,-211.75,16.603,0.00078985
-1,-1,-0.0524,-1,1,-222.68,16.709,0.00079488
-1,0,-0.1047,-1,1,-222.63,14.962,0.00071176
-1,0,-0.1571,-1,1,-655.32,10.338,0.00049177
-1,0,-0.2094,-1,1,-5251.7,7.387,0.00035141
1,0,0,1,-0.8,-961.49,1056.8,0.050274
1,0,-0.1571,-1,-1,-1072.5,25.191,0.0011984
1,-1,-0.1571,-1,-1,-463.69,23.423,0.0011142
1,-1,-0.1571,1,-1,52.777,24.813,0.0011804
1,-1,-0.1047,1,1,-617.44,40.222,0.0019134
1,-1,-0.0524,1,-0.8,-957.92,548.78,0.026106
-1,-1,0,1,0.9,-200.08,25.33,0.001205
-1,-1,0.0524,1,1,-179.38,12.085,0.0005749
-1,-1,0.0524,-1,1,-152.2,12.997,0.00061827
-1,-1,0,-1,1,-183.31,16.509,0.00078536
-1,0,0,-1,1,-189.6,19.104,0.0009088
-1,0,-0.1047,-1,-1,-175.24,26.51,0.0012611
-1,1,-0.2094,-1,0.9,-3715.5,10.903,0.00051868
1,0,-0.1047,-1,1,-322.69,41.049,0.0019528
1,-1,-0.2094,1,-0.9,-513.18,27.177,0.0012929
1,-1,-0.1571,1,0.8,-559.34,34.15,0.0016246
-1,-1,-0.1571,1,-1,-229.24,19.212,0.00091394
-1,-1,0.0524,1,0.9,-191.82,19.962,0.00094962
-1,-1,-0.0524,-1,-1,-102.82,29.602,0.0014082
-1,-1,-0.1571,-1,1,-300.76,9.7663,0.0004646
1,1,-0.0524,-1,0.6,-232.15,746.37,0.035506
1,1,-0.1047,-1,0.6,-763.15,311.4,0.014814
1,1,-0.2094,-1,-0.2,-2505.8,454.74,0.021633
1,1,-0.2094,-1,0.5,-5379,105.65,0.0050258
1,1,-0.1047,-1,-0.8,-555.48,186.36,0.0088652
1,0,-0.1571,1,-1,-379.74,26.926,0.0012809
-1,1,-0.2094,-1,-0.8,-5038.7,35.328,0.0016806
1,1,-0.2094,-1,0.9,-3197,13.093,0.00062285
1,1,-0.2094,-1,0.1,-5048,435.53,0.020719
1,1,-0.1571,-1,-0.8,-1448.8,86.717,0.0041253
1,0,-0.0524,1,-1,269.66,528.28,0.025131
1,1,0,-1,-0.8,-3100.5,270.14,0.012851
1,1,0,1,0.7,-148.68,173.47,0.0082523
1,1,0.0524,-1,-0.8,-629.28,150.03,0.0071372
1,1,0.0524,1,0.8,-717.88,55.55,0.0026426
1,1,0.0524,-1,1,167.96,24.081,0.0011456
1,1,-0.0524,-1,-0.9,-260.24,179.57,0.0085425
1,1,-0.0524,1,0.8,240.75,106.14,0.0050494
1,1,0,-1,1,399.78,52.72,0.002508
1,1,-0.1047,-1,-1,-1200.9,37.417,0.00178
1,-1,-0.1047,-1,1,-231.71,26.555,0.0012633
-1,0,-0.2094,-1,-1,-4556.2,13.788,0.0006559
1,0,-0.1047,1,-1,183.36,59.203,0.0028164
1,-1,-0.0524,1,0.8,239.98,106.14,0.0050494
1,0,0.0524,-1,1,45.04,35.865,0.0017062
1,1,-0.1571,-1,-1,-1077.7,23.423,0.0011142
1,0,-0.1571,-1,-0.9,-755.23,47.307,0.0022505
1,-1,-0.1047,1,-1,242.93,42.819,0.002037
1,-1,0.0524,1,0.8,-950.66,55.55,0.0026426
1,0,0.1047,1,0.8,-717.86,37.226,0.0017709
1,1,-0.1571,-1,-0.9,-846.05,42.974,0.0020443
1,-1,0,1,0.8,-300.65,91.425,0.0043492
1,0,-0.2094,-1,-1,-623.59,16.446,0.00078236
1,-1,0.1047,-1,1,-83.957,12.655,0.00060201
1,0,0.0524,-1,0.9,-84.833,124.04,0.0059005
1,-1,-0.0524,-1,-1,246.03,69.995,0.0033298
-1,-1,0,1,0.7,-227.07,82.063,0.0039039
-1,-1,0.1047,1,1,-176.6,9.3072,0.00044276
-1,0,0.0524,-1,1,-159.76,14.29,0.0006798
-1,0,-0.0524,-1,-1,-104.69,32.959,0.0015679
1,-1,0,1,-1,-762.77,203.14,0.0096636
1,-1,0.0524,1,1,-983.61,20.123,0.00095726
1,0,0.1047,1,0.9,-2792.4,21.133,0.0010053
1,0,0.1047,-1,0.9,-94.212,25.28,0.0012026
1,0,0,1,0.7,-219.18,555.56,0.026429
1,0,0.0524,1,0.7,-717.89,134.46,0.0063963
1,1,0.2094,1,0.7,-4833.2,20.976,0.00099786
1,-1,-0.0524,1,-1,128.41,87.273,0.0041517
1,0,0.2094,1,1,-2915.2,6.0348,0.00028709
1,1,-0.1047,-1,0.7,-808.93,175.51,0.0083493
1,0,-0.1571,1,-0.9,-589.15,51.806,0.0024645
1,-1,0.1571,1,0.8,-3496.9,21.386,0.0010174
1,1,0.2094,1,0.3,-3671.5,101.19,0.004814
1,1,-0.1047,-1,0.9,-790.77,65.532,0.0031174
1,-1,0.2094,1,0.6,-3452.8,33.203,0.0015795
1,-1,0.1047,1,1,-2791.7,11.646,0.000554
1,-1,0.2094,1,-0.4,-3877.1,118.29,0.0056274
1,-1,0.1571,1,0,-3271.1,508.19,0.024175
1,0,0.2094,1,0.6,-6446.9,35.073,0.0016685
1,0,0.1571,1,0.8,-3495.1,22.562,0.0010733
1,0,0.2094,1,0,-6506,190.41,0.0090582
1,0,0.2094,1,0.8,-3124.9,14.257,0.00067823
1,-1,0.1047,1,0.7,-1499.1,62.427,0.0029698
1,0,0.2094,1,-0.1,-5710.3,194.83,0.0092684
1,0,0.2094,1,-0.9,-2910.4,17.237,0.00081999
1,0,0.2094,1,-1,-3003.9,11.198,0.00053269
1,-1,0.2094,1,0.2,-3553,131.91,0.0062751
1,0,0.2094,1,0.4,-6617.7,79.656,0.0037894
1,-1,0.1571,1,1,-2882.2,8.0909,0.0003849
1,-1,0.0524,1,-0.9,-959.63,91.269,0.0043418
1,1,0.2094,1,-0.6,-3724.1,61.586,0.0029297
1,0,0.2094,1,-0.6,-6617.9,65.928,0.0031363
1,0,0.2094,1,0.9,-3212.9,9.043,0.00043019
1,-1,0.1047,1,-0.9,-2491.7,45.073,0.0021442
1,1,0.2094,1,0.9,-6402.7,8.7533,0.00041641
1,0,0.1047,1,-0.9,-2463.9,50.119,0.0023842
1,1,0.1571,-1,1,-507.25,8.3312,0.00039633
1,1,0.1047,-1,-1,-250.83,24.32,0.0011569
1,-1,0,1,0.7,-924.55,173.47,0.0082523
1,-1,0.2094,1,-0.9,-5766.9,16.538,0.00078671
-1,0,-0.0524,1,0.8,-46.263,49.83,0.0023705
-1,0,0,1,0.8,178.72,49.147,0.002338
-1,0,0,-1,-1,-95.755,34.808,0.0016559
-1,0,0.0524,1,1,-198.37,13.083,0.00062238
-1,1,0,-1,-1,-170.18,30.489,0.0014504
1,0,0.0524,1,0.8,-336.51,68.581,0.0032625
1,-1,0.1047,1,0.8,-1921.5,34.117,0.001623
